Date,nom_ar,nom_fr,unite,valeur
2025-12-17 06:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,949.9
2025-12-17 05:00:00,Point de Rosée,Point de Rosée,°c,4.9
2025-12-17 05:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-17 05:00:00,Température,Température,°c,4.9
2025-12-17 05:00:00,Direction du vent,Direction du vent,Deg,129.5
2025-12-17 05:00:00,Vitesse du vent,Vitesse du vent,m/s,1.3
2025-12-17 05:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,949.8
2025-12-17 04:00:00,Vitesse du vent,Vitesse du vent,m/s,0.9
2025-12-17 04:00:00,Point de Rosée,Point de Rosée,°c,4.8
2025-12-17 04:00:00,Direction du vent,Direction du vent,Deg,143.4
2025-12-17 04:00:00,Humidité relative,Humidité relative,%,98.7
2025-12-17 04:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,949.3
2025-12-17 04:00:00,Température,Température,°c,5.0
2025-12-17 03:00:00,Point de Rosée,Point de Rosée,°c,4.7
2025-12-17 03:00:00,Humidité relative,Humidité relative,%,97.0
2025-12-17 03:00:00,Température,Température,°c,5.1
2025-12-17 03:00:00,Direction du vent,Direction du vent,Deg,136.2
2025-12-17 03:00:00,Vitesse du vent,Vitesse du vent,m/s,1.3
2025-12-17 03:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,949.3
2025-12-17 02:00:00,Vitesse du vent,Vitesse du vent,m/s,0.43
2025-12-17 02:00:00,Point de Rosée,Point de Rosée,°c,4.6
2025-12-17 02:00:00,Direction du vent,Direction du vent,Deg,129.5
2025-12-17 02:00:00,Humidité relative,Humidité relative,%,93.9
2025-12-17 02:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,948.9
2025-12-17 02:00:00,Température,Température,°c,5.5
2025-12-17 01:00:00,Direction du vent,Direction du vent,Deg,91.3
2025-12-17 01:00:00,Point de Rosée,Point de Rosée,°c,4.9
2025-12-17 01:00:00,Humidité relative,Humidité relative,%,92.8
2025-12-17 01:00:00,Température,Température,°c,6.0
2025-12-17 01:00:00,Vitesse du vent,Vitesse du vent,m/s,1.01
2025-12-17 01:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,949.1
2025-12-17 00:00:00,Point de Rosée,Point de Rosée,°c,6.5
2025-12-17 00:00:00,Direction du vent,Direction du vent,Deg,229.4
2025-12-17 00:00:00,Vitesse du vent,Vitesse du vent,m/s,0.87
2025-12-17 00:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,949.1
2025-12-17 00:00:00,Humidité relative,Humidité relative,%,90.2
2025-12-17 00:00:00,Température,Température,°c,8.0
2025-12-16 23:00:00,Point de Rosée,Point de Rosée,°c,5.9
2025-12-16 23:00:00,Humidité relative,Humidité relative,%,87.0
2025-12-16 23:00:00,Température,Température,°c,7.9
2025-12-16 23:00:00,Direction du vent,Direction du vent,Deg,85.2
2025-12-16 23:00:00,Vitesse du vent,Vitesse du vent,m/s,1.19
2025-12-16 23:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,948.7
2025-12-16 22:00:00,Vitesse du vent,Vitesse du vent,m/s,0.2
2025-12-16 22:00:00,Point de Rosée,Point de Rosée,°c,6.8
2025-12-16 22:00:00,Direction du vent,Direction du vent,Deg,169.8
2025-12-16 22:00:00,Humidité relative,Humidité relative,%,88.2
2025-12-16 22:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,948.4
2025-12-16 22:00:00,Température,Température,°c,8.6
2025-12-16 21:00:00,Point de Rosée,Point de Rosée,°c,6.5
2025-12-16 21:00:00,Humidité relative,Humidité relative,%,87.4
2025-12-16 21:00:00,Température,Température,°c,8.5
2025-12-16 21:00:00,Direction du vent,Direction du vent,Deg,138.6
2025-12-16 21:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,948.3
2025-12-16 21:00:00,Vitesse du vent,Vitesse du vent,m/s,0.83
2025-12-16 20:00:00,Vitesse du vent,Vitesse du vent,m/s,1.67
2025-12-16 20:00:00,Point de Rosée,Point de Rosée,°c,7.1
2025-12-16 20:00:00,Direction du vent,Direction du vent,Deg,131.7
2025-12-16 20:00:00,Humidité relative,Humidité relative,%,82.8
2025-12-16 20:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,948.0
2025-12-16 20:00:00,Température,Température,°c,9.9
2025-12-16 19:00:00,Direction du vent,Direction du vent,Deg,142.3
2025-12-16 19:00:00,Point de Rosée,Point de Rosée,°c,5.9
2025-12-16 19:00:00,Humidité relative,Humidité relative,%,68.4
2025-12-16 19:00:00,Température,Température,°c,11.5
2025-12-16 19:00:00,Vitesse du vent,Vitesse du vent,m/s,2.33
2025-12-16 19:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,947.5
2025-12-16 18:00:00,Point de Rosée,Point de Rosée,°c,5.8
2025-12-16 18:00:00,Humidité relative,Humidité relative,%,65.1
2025-12-16 18:00:00,Température,Température,°c,12.2
2025-12-16 18:00:00,Vitesse du vent,Vitesse du vent,m/s,2.75
2025-12-16 18:00:00,Direction du vent,Direction du vent,Deg,234.3
2025-12-16 18:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,946.5
2025-12-16 17:00:00,Point de Rosée,Point de Rosée,°c,6.0
2025-12-16 17:00:00,Vitesse du vent,Vitesse du vent,m/s,2.67
2025-12-16 17:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,946.1
2025-12-16 17:00:00,Direction du vent,Direction du vent,Deg,207.3
2025-12-16 17:00:00,Humidité relative,Humidité relative,%,56.2
2025-12-16 17:00:00,Température,Température,°c,14.6
2025-12-16 16:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,945.5
2025-12-16 16:00:00,Point de Rosée,Point de Rosée,°c,4.7
2025-12-16 16:00:00,Humidité relative,Humidité relative,%,43.8
2025-12-16 16:00:00,Température,Température,°c,17.1
2025-12-16 16:00:00,Direction du vent,Direction du vent,Deg,255.4
2025-12-16 16:00:00,Vitesse du vent,Vitesse du vent,m/s,4.56
2025-12-16 15:00:00,Point de Rosée,Point de Rosée,°c,4.6
2025-12-16 15:00:00,Humidité relative,Humidité relative,%,41.7
2025-12-16 15:00:00,Température,Température,°c,17.8
2025-12-16 15:00:00,Direction du vent,Direction du vent,Deg,253.2
2025-12-16 15:00:00,Vitesse du vent,Vitesse du vent,m/s,5.9
2025-12-16 15:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,945.3
2025-12-16 14:00:00,Vitesse du vent,Vitesse du vent,m/s,2.85
2025-12-16 14:00:00,Point de Rosée,Point de Rosée,°c,6.0
2025-12-16 14:00:00,Direction du vent,Direction du vent,Deg,221.8
2025-12-16 14:00:00,Humidité relative,Humidité relative,%,45.6
2025-12-16 14:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,945.4
2025-12-16 14:00:00,Température,Température,°c,18.0
2025-12-16 13:00:00,Point de Rosée,Point de Rosée,°c,7.0
2025-12-16 13:00:00,Température,Température,°c,17.5
2025-12-16 13:00:00,Vitesse du vent,Vitesse du vent,m/s,3.75
2025-12-16 13:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,945.9
2025-12-16 13:00:00,Direction du vent,Direction du vent,Deg,198.1
2025-12-16 13:00:00,Humidité relative,Humidité relative,%,49.9
2025-12-16 12:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,946.8
2025-12-16 12:00:00,Point de Rosée,Point de Rosée,°c,7.2
2025-12-16 12:00:00,Humidité relative,Humidité relative,%,54.4
2025-12-16 12:00:00,Température,Température,°c,16.5
2025-12-16 12:00:00,Direction du vent,Direction du vent,Deg,7.8
2025-12-16 12:00:00,Vitesse du vent,Vitesse du vent,m/s,1.43
2025-12-16 11:00:00,Direction du vent,Direction du vent,Deg,190.6
2025-12-16 11:00:00,Point de Rosée,Point de Rosée,°c,8.7
2025-12-16 11:00:00,Vitesse du vent,Vitesse du vent,m/s,3.61
2025-12-16 11:00:00,Température,Température,°c,15.5
2025-12-16 11:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,947.3
2025-12-16 11:00:00,Humidité relative,Humidité relative,%,63.9
2025-12-16 10:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,947.2
2025-12-16 10:00:00,Humidité relative,Humidité relative,%,79.4
2025-12-16 10:00:00,Température,Température,°c,13.3
2025-12-16 10:00:00,Direction du vent,Direction du vent,Deg,200.7
2025-12-16 10:00:00,Vitesse du vent,Vitesse du vent,m/s,1.35
2025-12-16 10:00:00,Point de Rosée,Point de Rosée,°c,9.8
2025-12-16 09:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,946.9
2025-12-16 09:00:00,Point de Rosée,Point de Rosée,°c,8.6
2025-12-16 09:00:00,Humidité relative,Humidité relative,%,93.1
2025-12-16 09:00:00,Température,Température,°c,9.7
